LAWD_CD,SIDO_NM,SGG_NM,UMD_NM,RI_NM,full_address,CRE_DT,DEL_DT,OLD_LAWDCD,FRST_REGIST_DT,LAST_UPDT_DT,COL_ADM_SECT_CD,center_latitude,center_longitude,radius_km,filename,SGG_OID,Exception,center_address,verified
4790043030,경상북도,예천군,은풍면,시항리,경상북도 예천군 은풍면 시항리,20160201,,,20250808,20250808,47900,36.74154188,128.4656243,1.576,LSMD_ADM_SECT_RI_47_202511.shp,149,0,경상북도 예천군 은풍면 시항리 173,1
4275038000,강원도,영월군,무릉도원면,,강원도 영월군 무릉도원면,20161116,20230611,,20250808,20250808,,,,,,,1,,
4812313400,경상남도,창원시 성산구,용지동,,경상남도 창원시 성산구 용지동,20210702,,,20250808,20250808,48120,35.23263624,128.6814946,0.313,LSMD_ADM_SECT_UMD_48_202511.shp,875,0,경상남도 창원시 성산구 용지동 551-1,1
4122012800,경기도,평택시,고덕동,,경기도 평택시 고덕동,20211115,,,20250808,20250808,41220,37.04392854,127.0393185,3.102,LSMD_ADM_SECT_UMD_41_202511.shp,18123,0,경기도 평택시 고덕동 2618-1,1
2671025927,부산광역시,기장군,일광읍,칠암리,부산광역시 기장군 일광읍 칠암리,20220331,,,20250808,20250808,26710,35.29932082,129.2562036,0.508,LSMD_ADM_SECT_RI_26_202511.shp,4822,0,부산광역시 기장군 일광읍 칠암리 188-1,1
4825012500,경상남도,김해시,부곡동,,경상남도 김해시 부곡동,20130702,,,20250808,20250808,48250,35.21208684,128.7958029,2.104,LSMD_ADM_SECT_UMD_48_202511.shp,4632,0,경상남도 김해시 부곡동 402-1,1
4825012600,경상남도,김해시,무계동,,경상남도 김해시 무계동,20130702,,,20250808,20250808,48250,35.2000567,128.8152527,1.121,LSMD_ADM_SECT_UMD_48_202511.shp,4305,0,경상남도 김해시 무계동 189-2,1
4159012900,경기도,화성시,오산동,,경기도 화성시 오산동,20150122,,,20250808,20250808,41590,37.19089331,127.0946066,1.82,LSMD_ADM_SECT_UMD_41_202511.shp,10354,0,경기도 화성시 오산동 220-5,1
4783025321,경상북도,고령군,대가야읍,쾌빈리,경상북도 고령군 대가야읍 쾌빈리,20150402,,,20250808,20250808,47830,35.7425627,128.2645994,1.501,LSMD_ADM_SECT_RI_47_202511.shp,251,0,경상북도 고령군 대가야읍 쾌빈리 산 15-2,1
4793040026,경상북도,울진군,매화면,기양리,경상북도 울진군 매화면 기양리,20150421,,,20250808,20250808,47930,36.89572859,129.3588388,3.281,LSMD_ADM_SECT_RI_47_202511.shp,223,0,경상북도 울진군 매화면 기양리 1444,1
4480025629,충청남도,홍성군,홍북읍,갈산리,충청남도 홍성군 홍북읍 갈산리,20170803,,,20250808,20250808,44800,36.66420243,126.715764,1.115,LSMD_ADM_SECT_RI_44_202511.shp,11,0,충청남도 홍성군 홍북읍 갈산리 138-4,1
4146125629,경기도,용인시 처인구,이동읍,서리,경기도 용인시 처인구 이동읍 서리,20171211,,,20250808,20250808,41460,37.20273492,127.171783,2.892,LSMD_ADM_SECT_RI_41_202511.shp,5960,0,경기도 용인시 처인구 이동읍 서리 산 161-1,1
4159013800,경기도,화성시,방교동,,경기도 화성시 방교동,20180122,,,20250808,20250808,41590,37.17273301,127.08812,1.456,LSMD_ADM_SECT_UMD_41_202511.shp,10355,0,경기도 화성시 방교동 826-5,1
4812314100,경상남도,창원시 성산구,퇴촌동,,경상남도 창원시 성산구 퇴촌동,20210702,,,20250808,20250808,48120,35.24212238,128.6758879,0.477,LSMD_ADM_SECT_UMD_48_202511.shp,29647,0,경상남도 창원시 성산구 퇴촌동 산 138-1,1
4167034523,경기도,여주시,세종대왕면,왕대리,경기도 여주시 세종대왕면 왕대리,20211230,,,20250808,20250808,41670,37.31211153,127.6040111,2.868,LSMD_ADM_SECT_RI_41_202511.shp,2021,0,경기도 여주시 세종대왕면 왕대리 901-1,1
4167034530,경기도,여주시,세종대왕면,광대리,경기도 여주시 세종대왕면 광대리,20211230,,,20250808,20250808,41670,37.259876,127.57619,1.526,LSMD_ADM_SECT_RI_41_202511.shp,2016,0,경기도 여주시 세종대왕면 광대리 248-3,1
2671025922,부산광역시,기장군,일광읍,이천리,부산광역시 기장군 일광읍 이천리,20220331,,,20250808,20250808,26710,35.27540047,129.241596,1.484,LSMD_ADM_SECT_RI_26_202511.shp,4762,0,부산광역시 기장군 일광읍 이천리 산 34-62,1
4415012700,충청남도,공주시,동현동,,충청남도 공주시 동현동,20120702,,,20250808,20250808,44150,36.47863492,127.1816156,1.771,LSMD_ADM_SECT_UMD_44_202511.shp,129,0,충청남도 공주시 동현동 280-8,1
4713031525,경상북도,경주시,문무대왕면,죽전리,경상북도 경주시 문무대왕면 죽전리,20210401,,,20250808,20250808,47130,35.75403596,129.3991775,1.698,LSMD_ADM_SECT_RI_47_202511.shp,778,0,경상북도 경주시 문무대왕면 죽전리 331,1
4159026200,경기도,화성시,남양읍,,경기도 화성시 남양읍,20141027,,,20250808,20250808,41590,37.20819118,126.8218175,7.692,LSMD_ADM_SECT_UMD_41_202511.shp,10271,0,경기도 화성시 남양읍 남양리 1663,1
4873025327,경상남도,함안군,칠원읍,용정리,경상남도 함안군 칠원읍 용정리,20150109,,,20250808,20250808,48730,35.28985017,128.5246974,2.342,LSMD_ADM_SECT_RI_48_202511.shp,9907,0,경상남도 함안군 칠원읍 용정리 산 117,1
4873025330,경상남도,함안군,칠원읍,운곡리,경상남도 함안군 칠원읍 운곡리,20150109,,,20250808,20250808,48730,35.31357151,128.5599884,2.141,LSMD_ADM_SECT_RI_48_202511.shp,5427,0,경상남도 함안군 칠원읍 운곡리 산 286-3,1
4793039022,경상북도,울진군,금강송면,하원리,경상북도 울진군 금강송면 하원리,20150421,,,20250808,20250808,47930,36.95037953,129.2735646,3.604,LSMD_ADM_SECT_RI_47_202511.shp,235,0,경상북도 울진군 금강송면 하원리 산 38,1
4793040024,경상북도,울진군,매화면,덕신리,경상북도 울진군 매화면 덕신리,20150421,,,20250808,20250808,47930,36.87575503,129.4050796,1.577,LSMD_ADM_SECT_RI_47_202511.shp,272,0,경상북도 울진군 매화면 덕신리 산 44-2,1
4272035221,강원도,홍천군,영귀미면,속초리,강원도 홍천군 영귀미면 속초리,20210531,20230611,,20250808,20250808,,,,,,,1,,
2671025925,부산광역시,기장군,일광읍,문중리,부산광역시 기장군 일광읍 문중리,20220331,,,20250808,20250808,26710,35.30334961,129.2533245,0.604,LSMD_ADM_SECT_RI_26_202511.shp,4823,0,부산광역시 기장군 일광읍 문중리 213,1
4679039522,전라남도,화순군,백아면,옥리,전라남도 화순군 백아면 옥리,20191230,,,20250808,20250808,46790,35.15974184,127.0858633,2.016,LSMD_ADM_SECT_RI_46_202511.shp,640,0,전라남도 화순군 백아면 옥리 484-6,1
4679039527,전라남도,화순군,백아면,송단리,전라남도 화순군 백아면 송단리,20191230,,,20250808,20250808,46790,35.18132712,127.1734326,2.515,LSMD_ADM_SECT_RI_46_202511.shp,633,0,전라남도 화순군 백아면 송단리 산 116-1,1
4679039530,전라남도,화순군,백아면,이천리,전라남도 화순군 백아면 이천리,20191230,,,20250808,20250808,46790,35.1673341,127.1261451,1.514,LSMD_ADM_SECT_RI_46_202511.shp,639,0,전라남도 화순군 백아면 이천리 300,1
4725032529,경상북도,상주시,사벌국면,매협리,경상북도 상주시 사벌국면 매협리,20191230,,,20250808,20250808,47250,36.4828322,128.2551851,1.439,LSMD_ADM_SECT_RI_47_202511.shp,726,0,경상북도 상주시 사벌국면 매협리 1518,1
3611011800,세종특별자치시,세종시,집현동,,세종특별자치시 세종시 집현동,20200717,,,20250808,20250808,36110,36.4992754,127.3292593,2.259,LSMD_ADM_SECT_UMD_36_202511.shp,9883,0,세종특별자치시 집현동 1160,1
4719025625,경상북도,구미시,산동읍,신당리,경상북도 구미시 산동읍 신당리,20201231,,,20250808,20250808,47190,36.153371,128.4350853,1.635,LSMD_ADM_SECT_RI_47_202511.shp,2355,0,경상북도 구미시 산동읍 신당리 1354,1
4280031523,강원도,양구군,국토정중앙면,야촌리,강원도 양구군 국토정중앙면 야촌리,20201231,20230611,,20250808,20250808,,,,,,,1,,
4518032031,전라북도,정읍시,입암면,대흥리,전라북도 정읍시 입암면 대흥리,20210401,20240117,,20250808,20250808,,,,,,,1,,
4817013700,경상남도,진주시,충무공동,,경상남도 진주시 충무공동,20140106,,,20250808,20250808,48170,35.17524922,128.1415952,1.64,LSMD_ADM_SECT_UMD_48_202511.shp,1953,0,경상남도 진주시 충무공동 164,1
4873025323,경상남도,함안군,칠원읍,유원리,경상남도 함안군 칠원읍 유원리,20150109,,,20250808,20250808,48730,35.29440084,128.4889583,2.3,LSMD_ADM_SECT_RI_48_202511.shp,261,0,경상남도 함안군 칠원읍 유원리 산 178,1
2671025628,부산광역시,기장군,정관읍,용수리,부산광역시 기장군 정관읍 용수리,20150923,,,20250808,20250808,26710,35.33389011,129.1732714,2.162,LSMD_ADM_SECT_RI_26_202511.shp,4789,0,부산광역시 기장군 정관읍 용수리 497,1
4122025928,경기도,평택시,청북읍,어연리,경기도 평택시 청북읍 어연리,20160728,,,20250808,20250808,41220,37.04749405,126.9822081,1.454,LSMD_ADM_SECT_RI_41_202511.shp,25839,0,경기도 평택시 청북읍 어연리 424,1
4480025623,충청남도,홍성군,홍북읍,봉신리,충청남도 홍성군 홍북읍 봉신리,20170803,,,20250808,20250808,44800,36.62587039,126.6676432,1.434,LSMD_ADM_SECT_RI_44_202511.shp,2,0,충청남도 홍성군 홍북읍 봉신리 238-5,1
3171026221,울산광역시,울주군,청량읍,덕하리,울산광역시 울주군 청량읍 덕하리,20180330,,,20250808,20250808,31710,35.48459098,129.2882864,2.067,LSMD_ADM_SECT_RI_31_202511.shp,19711,0,울산광역시 울주군 청량읍 덕하리 산 74-2,1
4167034533,경기도,여주시,세종대왕면,신지리,경기도 여주시 세종대왕면 신지리,20211230,,,20250808,20250808,41670,37.29065266,127.5795301,1.802,LSMD_ADM_SECT_RI_41_202511.shp,2012,0,경기도 여주시 세종대왕면 신지리 426,1
4277036000,강원도,정선군,화암면,,강원도 정선군 화암면,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277036021,강원도,정선군,화암면,화암리,강원도 정선군 화암면 화암리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277036022,강원도,정선군,화암면,석곡리,강원도 정선군 화암면 석곡리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277036023,강원도,정선군,화암면,북동리,강원도 정선군 화암면 북동리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277036024,강원도,정선군,화암면,몰운리,강원도 정선군 화암면 몰운리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277036025,강원도,정선군,화암면,건천리,강원도 정선군 화암면 건천리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277036026,강원도,정선군,화암면,호촌리,강원도 정선군 화암면 호촌리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277036027,강원도,정선군,화암면,백전리,강원도 정선군 화암면 백전리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277037000,강원도,정선군,여량면,,강원도 정선군 여량면,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277037021,강원도,정선군,여량면,여량리,강원도 정선군 여량면 여량리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277037022,강원도,정선군,여량면,유천리,강원도 정선군 여량면 유천리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277037023,강원도,정선군,여량면,구절리,강원도 정선군 여량면 구절리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277037024,강원도,정선군,여량면,남곡리,강원도 정선군 여량면 남곡리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277037025,강원도,정선군,여량면,고양리,강원도 정선군 여량면 고양리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4277037026,강원도,정선군,여량면,봉정리,강원도 정선군 여량면 봉정리,20090506,20230611,,20250808,20250808,,,,,,,1,,
4420025300,충청남도,아산시,배방읍,,충청남도 아산시 배방읍,20090506,,,20250808,20250808,44200,36.75413757,127.068471,5.89,LSMD_ADM_SECT_UMD_44_202511.shp,1455,0,충청남도 아산시 배방읍 회룡리 491,1
4420025321,충청남도,아산시,배방읍,중리,충청남도 아산시 배방읍 중리,20090506,,,20250808,20250808,44200,36.74327833,127.0400581,1.283,LSMD_ADM_SECT_RI_44_202511.shp,2155,0,충청남도 아산시 배방읍 중리 산 58-1,1
4420025322,충청남도,아산시,배방읍,수철리,충청남도 아산시 배방읍 수철리,20090506,,,20250808,20250808,44200,36.72130784,127.0551869,2.45,LSMD_ADM_SECT_RI_44_202511.shp,450,0,충청남도 아산시 배방읍 수철리 산 69-1,1
4420025323,충청남도,아산시,배방읍,신흥리,충청남도 아산시 배방읍 신흥리,20090506,,,20250808,20250808,44200,36.75264006,127.0441898,1.766,LSMD_ADM_SECT_RI_44_202511.shp,2161,0,충청남도 아산시 배방읍 신흥리 238,1
4420025324,충청남도,아산시,배방읍,공수리,충청남도 아산시 배방읍 공수리,20090506,,,20250808,20250808,44200,36.76695144,127.0525306,1.834,LSMD_ADM_SECT_RI_44_202511.shp,2132,0,충청남도 아산시 배방읍 공수리 산 79,1
4420025325,충청남도,아산시,배방읍,북수리,충청남도 아산시 배방읍 북수리,20090506,,,20250808,20250808,44200,36.76743486,127.0704895,1.963,LSMD_ADM_SECT_RI_44_202511.shp,431,0,충청남도 아산시 배방읍 북수리 243-2,1
4420025326,충청남도,아산시,배방읍,회룡리,충청남도 아산시 배방읍 회룡리,20090506,,,20250808,20250808,44200,36.74819964,127.0670101,1.35,LSMD_ADM_SECT_RI_44_202511.shp,443,0,충청남도 아산시 배방읍 회룡리 산 26-2,1
4420025327,충청남도,아산시,배방읍,세출리,충청남도 아산시 배방읍 세출리,20090506,,,20250808,20250808,44200,36.7364534,127.0769456,1.796,LSMD_ADM_SECT_RI_44_202511.shp,445,0,충청남도 아산시 배방읍 세출리 422,1
4420025328,충청남도,아산시,배방읍,갈매리,충청남도 아산시 배방읍 갈매리,20090506,,,20250808,20250808,44200,36.75909527,127.0867175,1.328,LSMD_ADM_SECT_RI_44_202511.shp,439,0,충청남도 아산시 배방읍 갈매리 산 34-1,1
4420025329,충청남도,아산시,배방읍,세교리,충청남도 아산시 배방읍 세교리,20090506,,,20250808,20250808,44200,36.77069581,127.0986419,1.778,LSMD_ADM_SECT_RI_44_202511.shp,487,0,충청남도 아산시 배방읍 세교리 627-2,1
4420025330,충청남도,아산시,배방읍,휴대리,충청남도 아산시 배방읍 휴대리,20090506,,,20250808,20250808,44200,36.77613148,127.1119661,1.325,LSMD_ADM_SECT_RI_44_202511.shp,2313,0,충청남도 아산시 배방읍 휴대리 297-23,1
4420025331,충청남도,아산시,배방읍,장재리,충청남도 아산시 배방읍 장재리,20090506,,,20250808,20250808,44200,36.79119766,127.0991106,1.46,LSMD_ADM_SECT_RI_44_202511.shp,462,0,충청남도 아산시 배방읍 장재리 413-11,1
4420025332,충청남도,아산시,배방읍,구령리,충청남도 아산시 배방읍 구령리,20090506,,,20250808,20250808,44200,36.78295909,127.0473107,1.612,LSMD_ADM_SECT_RI_44_202511.shp,2131,0,충청남도 아산시 배방읍 구령리 287,1
2771026200,대구광역시,달성군,옥포읍,,대구광역시 달성군 옥포읍,20181101,,,20250808,20250808,27710,35.76842658,128.4783306,6.832,LSMD_ADM_SECT_UMD_27_202511.shp,36,0,대구광역시 달성군 옥포읍 송촌리 산 131,1
2771026225,대구광역시,달성군,옥포읍,간경리,대구광역시 달성군 옥포읍 간경리,20181101,,,20250808,20250808,27710,35.80041168,128.4713442,1.225,LSMD_ADM_SECT_RI_27_202511.shp,294,0,대구광역시 달성군 옥포읍 간경리 388,1
3611038021,세종특별자치시,세종시,전동면,노장리,세종특별자치시 세종시 전동면 노장리,20120801,,,20250808,20250808,36110,36.67203856,127.2796683,2.371,LSMD_ADM_SECT_RI_36_202511.shp,10759,0,세종특별자치시 전동면 노장리 291,1
3611038025,세종특별자치시,세종시,전동면,보덕리,세종특별자치시 세종시 전동면 보덕리,20120801,,,20250808,20250808,36110,36.64146125,127.2571874,1.995,LSMD_ADM_SECT_RI_36_202511.shp,10772,0,세종특별자치시 전동면 보덕리 산 39-2,1
3611038029,세종특별자치시,세종시,전동면,미곡리,세종특별자치시 세종시 전동면 미곡리,20120801,,,20250808,20250808,36110,36.67452684,127.2256836,1.808,LSMD_ADM_SECT_RI_36_202511.shp,10761,0,세종특별자치시 전동면 미곡리 77,1
4772038028,경상북도,군위군,삼국유사면,낙전리,경상북도 군위군 삼국유사면 낙전리,20201231,20230630,,20250808,20250808,,,,,,,1,,
4281034027,강원도,인제군,서화면,장승리,강원도 인제군 서화면 장승리,20220119,20230611,,20250808,20250808,,,,,,,1,,
4473033500,충청남도,연기군,남면첫마을출장소,,충청남도 연기군 남면첫마을출장소,20111227,20111227,4473033500,20250808,20250808,,,,,,,1,,
3611039024,세종특별자치시,세종시,소정면,고등리,세종특별자치시 세종시 소정면 고등리,20120801,,,20250808,20250808,36110,36.71487494,127.1933494,1.573,LSMD_ADM_SECT_RI_36_202511.shp,10883,0,세종특별자치시 소정면 고등리 786,1
2671025623,부산광역시,기장군,정관읍,임곡리,부산광역시 기장군 정관읍 임곡리,20150923,,,20250808,20250808,26710,35.34731231,129.1391348,1.572,LSMD_ADM_SECT_RI_26_202511.shp,4787,0,부산광역시 기장군 정관읍 임곡리 산 44-7,1
2771025926,대구광역시,달성군,유가읍,초곡리,대구광역시 달성군 유가읍 초곡리,20180302,,,20250808,20250808,27710,35.71542211,128.473729,1.631,LSMD_ADM_SECT_RI_27_202511.shp,250,0,대구광역시 달성군 유가읍 초곡리 58-1,1
4812313800,경상남도,창원시 성산구,두대동,,경상남도 창원시 성산구 두대동,20210702,,,20250808,20250808,48120,35.2345714,128.6581587,1.198,LSMD_ADM_SECT_UMD_48_202511.shp,30402,0,경상남도 창원시 성산구 두대동 산 29-2,1
4167034522,경기도,여주시,세종대왕면,구양리,경기도 여주시 세종대왕면 구양리,20211230,,,20250808,20250808,41670,37.31394139,127.5826181,1.275,LSMD_ADM_SECT_RI_41_202511.shp,2013,0,경기도 여주시 세종대왕면 구양리 207-1,1
4167034527,경기도,여주시,세종대왕면,매화리,경기도 여주시 세종대왕면 매화리,20211230,,,20250808,20250808,41670,37.26918377,127.5416709,1.138,LSMD_ADM_SECT_RI_41_202511.shp,2009,0,경기도 여주시 세종대왕면 매화리 195,1
4167034529,경기도,여주시,세종대왕면,마래리,경기도 여주시 세종대왕면 마래리,20211230,,,20250808,20250808,41670,37.2645182,127.5590705,1.332,LSMD_ADM_SECT_RI_41_202511.shp,2018,0,경기도 여주시 세종대왕면 마래리 59-1,1
4725032521,경상북도,상주시,사벌국면,덕담리,경상북도 상주시 사벌국면 덕담리,20191230,,,20250808,20250808,47250,36.47333572,128.2083383,1.867,LSMD_ADM_SECT_RI_47_202511.shp,730,0,경상북도 상주시 사벌국면 덕담리 506-11,1
4725032524,경상북도,상주시,사벌국면,목가리,경상북도 상주시 사벌국면 목가리,20191230,,,20250808,20250808,47250,36.50689351,128.1898824,1.362,LSMD_ADM_SECT_RI_47_202511.shp,712,0,경상북도 상주시 사벌국면 목가리 437-1,1
4280031528,강원도,양구군,국토정중앙면,창리,강원도 양구군 국토정중앙면 창리,20201231,20230611,,20250808,20250808,,,,,,,1,,
4713031500,경상북도,경주시,문무대왕면,,경상북도 경주시 문무대왕면,20210401,,,20250808,20250808,47130,35.79849475,129.4140818,9.433,LSMD_ADM_SECT_UMD_47_202511.shp,201,0,경상북도 경주시 문무대왕면 안동리 산 346-1,1
4790025322,경상북도,예천군,호명읍,원곡리,경상북도 예천군 호명읍 원곡리,20240131,,,20250808,20250808,47900,36.59802148,128.4360014,1.689,LSMD_ADM_SECT_RI_47_202511.shp,77,0,경상북도 예천군 호명읍 원곡리 산 38-2,1
4790025329,경상북도,예천군,호명읍,백송리,경상북도 예천군 호명읍 백송리,20240131,,,20250808,20250808,47900,36.59291808,128.4572724,1.133,LSMD_ADM_SECT_RI_47_202511.shp,121,0,경상북도 예천군 호명읍 백송리 산 10-1,1
4790025332,경상북도,예천군,호명읍,황지리,경상북도 예천군 호명읍 황지리,20240131,,,20250808,20250808,47900,36.63932858,128.5140913,2.563,LSMD_ADM_SECT_RI_47_202511.shp,140,0,경상북도 예천군 호명읍 황지리 산 167,1
4148012300,경기도,파주시,금릉동,,경기도 파주시 금릉동,20130227,,,20250808,20250808,41480,37.75165723,126.7865224,1.178,LSMD_ADM_SECT_UMD_41_202511.shp,7756,0,경기도 파주시 금릉동 144,1
4313038524,충청북도,충주시,중앙탑면,장천리,충청북도 충주시 중앙탑면 장천리,20140203,,,20250808,20250808,43130,37.06090443,127.8718316,2.497,LSMD_ADM_SECT_RI_43_202511.shp,513,0,충청북도 충주시 중앙탑면 장천리 919,1
4159013000,경기도,화성시,청계동,,경기도 화성시 청계동,20150122,,,20250808,20250808,41590,37.19567766,127.1118929,1.564,LSMD_ADM_SECT_UMD_41_202511.shp,10356,0,경기도 화성시 청계동 541,1
4571025622,전라북도,완주군,용진읍,구억리,전라북도 완주군 용진읍 구억리,20151001,20240117,,20250808,20250808,45710,35.8711016,127.1706611,1.727,LSMD_ADM_SECT_RI_45_202401.shp,2083,0,전북특별자치도 완주군 용진읍 구억리 산 74-35,1
4275038024,강원도,영월군,무릉도원면,운학리,강원도 영월군 무릉도원면 운학리,20161116,20230611,,20250808,20250808,,,,,,,1,,
4790025334,경상북도,예천군,호명읍,종산리,경상북도 예천군 호명읍 종산리,20240131,,,20250808,20250808,47900,36.61572867,128.4551795,1.801,LSMD_ADM_SECT_RI_47_202511.shp,51,0,경상북도 예천군 호명읍 종산리 산 68-1,1
4790025336,경상북도,예천군,호명읍,담암리,경상북도 예천군 호명읍 담암리,20240131,,,20250808,20250808,47900,36.61147141,128.4300463,1.733,LSMD_ADM_SECT_RI_47_202511.shp,45,0,경상북도 예천군 호명읍 담암리 159,1
4671033530,전라남도,담양군,가사문학면,가암리,전라남도 담양군 가사문학면 가암리,20190218,,,20250808,20250808,46710,35.16010544,127.060333,1.578,LSMD_ADM_SECT_RI_46_202511.shp,726,0,전라남도 담양군 가사문학면 가암리 659,1
4671033531,전라남도,담양군,가사문학면,풍암리,전라남도 담양군 가사문학면 풍암리,20190218,,,20250808,20250808,46710,35.17889885,127.054922,1.326,LSMD_ADM_SECT_RI_46_202511.shp,725,0,전라남도 담양군 가사문학면 풍암리 180-6,1
4679039525,전라남도,화순군,백아면,남치리,전라남도 화순군 백아면 남치리,20191230,,,20250808,20250808,46790,35.18854198,127.1187753,1.047,LSMD_ADM_SECT_RI_46_202511.shp,625,0,전라남도 화순군 백아면 남치리 552-1,1
4729025623,경상북도,경산시,압량읍,압량리,경상북도 경산시 압량읍 압량리,20191230,,,20250808,20250808,47290,35.84885676,128.7727714,0.676,LSMD_ADM_SECT_RI_47_202511.shp,7230,0,경상북도 경산시 압량읍 압량리 50,1
3611037027,세종특별자치시,세종시,전의면,관정리,세종특별자치시 세종시 전의면 관정리,20120801,,,20250808,20250808,36110,36.70512276,127.2099991,1.782,LSMD_ADM_SECT_RI_36_202511.shp,10882,0,세종특별자치시 전의면 관정리 273-11,1
3611037031,세종특별자치시,세종시,전의면,영당리,세종특별자치시 세종시 전의면 영당리,20120801,,,20250808,20250808,36110,36.65176347,127.1701969,1.978,LSMD_ADM_SECT_RI_36_202511.shp,10764,0,세종특별자치시 전의면 영당리 239-1,1
3611037035,세종특별자치시,세종시,전의면,다방리,세종특별자치시 세종시 전의면 다방리,20120801,,,20250808,20250808,36110,36.60279671,127.1842617,1.505,LSMD_ADM_SECT_RI_36_202511.shp,10769,0,세종특별자치시 전의면 다방리 산 22-4,1
4148036028,경기도,파주시,파평면,눌노리,경기도 파주시 파평면 눌노리,20130227,,,20250808,20250808,41480,37.92319752,126.8613169,2.374,LSMD_ADM_SECT_RI_41_202511.shp,8,0,경기도 파주시 파평면 눌노리 산 19-1,1
4159026230,경기도,화성시,남양읍,수화리,경기도 화성시 남양읍 수화리,20141027,,,20250808,20250808,41590,37.25328408,126.8184817,1.429,LSMD_ADM_SECT_RI_41_202511.shp,9058,0,경기도 화성시 남양읍 수화리 389,1
4571025600,전라북도,완주군,용진읍,,전라북도 완주군 용진읍,20151001,20240117,,20250808,20250808,,,,,,,1,,
4790042026,경상북도,예천군,효자면,백석리,경상북도 예천군 효자면 백석리,20160201,,,20250808,20250808,47900,36.80220607,128.4453074,2.388,LSMD_ADM_SECT_RI_47_202511.shp,9,0,경상북도 예천군 효자면 백석리 545,1
3171026226,울산광역시,울주군,청량읍,문죽리,울산광역시 울주군 청량읍 문죽리,20180330,,,20250808,20250808,31710,35.51659324,129.2623824,2.353,LSMD_ADM_SECT_RI_31_202511.shp,1083,0,울산광역시 울주군 청량읍 문죽리 산 107,1
4790025324,경상북도,예천군,호명읍,금능리,경상북도 예천군 호명읍 금능리,20240131,,,20250808,20250808,47900,36.57205254,128.4623184,1.728,LSMD_ADM_SECT_RI_47_202511.shp,29,0,경상북도 예천군 호명읍 금능리 213,1
4790025326,경상북도,예천군,호명읍,본리,경상북도 예천군 호명읍 본리,20240131,,,20250808,20250808,47900,36.59447724,128.4879076,1.562,LSMD_ADM_SECT_RI_47_202511.shp,122,0,경상북도 예천군 호명읍 본리 285,1
4691025323,전라남도,신안군,압해읍,고이리,전라남도 신안군 압해읍 고이리,20120103,,,20250808,20250808,46910,34.9513833,126.2813057,2.755,LSMD_ADM_SECT_RI_46_202511.shp,25838,0,전라남도 신안군 압해읍 고이리 455-45,1
4691025327,전라남도,신안군,압해읍,동서리,전라남도 신안군 압해읍 동서리,20120103,,,20250808,20250808,46910,34.86332758,126.30049,3.165,LSMD_ADM_SECT_RI_46_202511.shp,13975,0,전라남도 신안군 압해읍 동서리 539-19,1
4691025331,전라남도,신안군,압해읍,신장리,전라남도 신안군 압해읍 신장리,20120103,,,20250808,20250808,46910,34.8362594,126.3583914,2.506,LSMD_ADM_SECT_RI_46_202511.shp,19105,0,전라남도 신안군 압해읍 신장리 산 43-8,1
4313038528,충청북도,충주시,중앙탑면,창동리,충청북도 충주시 중앙탑면 창동리,20140203,,,20250808,20250808,43130,36.98698079,127.8786876,1.484,LSMD_ADM_SECT_RI_43_202511.shp,577,0,충청북도 충주시 중앙탑면 창동리 산 13,1
4182034527,경기도,가평군,조종면,대보리,경기도 가평군 조종면 대보리,20151216,,,20250808,20250808,41820,37.810077,127.3899791,3.109,LSMD_ADM_SECT_RI_41_202511.shp,499,0,경기도 가평군 조종면 대보리 산 56,1
4790042022,경상북도,예천군,효자면,사곡리,경상북도 예천군 효자면 사곡리,20160201,,,20250808,20250808,47900,36.7633323,128.4034902,1.844,LSMD_ADM_SECT_RI_47_202511.shp,66,0,경상북도 예천군 효자면 사곡리 489-1,1
4480025626,충청남도,홍성군,홍북읍,대동리,충청남도 홍성군 홍북읍 대동리,20170803,,,20250808,20250808,44800,36.64533562,126.6926569,1.454,LSMD_ADM_SECT_RI_44_202511.shp,8,0,충청남도 홍성군 홍북읍 대동리 산 55-8,1
4159013700,경기도,화성시,송동,,경기도 화성시 송동,20180122,,,20250808,20250808,41590,37.17068861,127.1000678,0.943,LSMD_ADM_SECT_UMD_41_202511.shp,10353,0,경기도 화성시 송동 727,1
4671033527,전라남도,담양군,가사문학면,만월리,전라남도 담양군 가사문학면 만월리,20190218,,,20250808,20250808,46710,35.12880883,127.05609,2.95,LSMD_ADM_SECT_RI_46_202511.shp,732,0,전라남도 담양군 가사문학면 만월리 산 72,1
